epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,16.5827,1.9602,4.82796,1.78526,0.82494,0.15306,0.14593,0.08456,1.71272,3.25026,1.88667,0.09901,1e-05,1e-05
2,34.3656,1.71224,3.35899,1.85617,0.83003,0.17347,0.31306,0.13045,1.7718,5.82127,1.934,0.09703,2.99982e-05,2.99982e-05
3,50.9747,1.54712,2.81793,1.7251,0.5508,0.35217,0.31636,0.15233,1.91879,3.63005,1.97216,0.09505,4.99878e-05,4.99878e-05
4,67.062,1.45638,2.41157,1.5909,0.41145,0.39796,0.31904,0.18121,1.5572,5.01356,1.56882,0.09307,6.99615e-05,6.99615e-05
5,83.5167,1.49259,2.41951,1.40467,0.08902,0.39796,0.28733,0.17664,1.51221,8.80403,1.67641,0.0910899,8.99121e-05,8.99121e-05
6,99.9441,1.21342,2.28766,1.33161,0.08902,0.39796,0.28733,0.17664,1.51221,8.80403,1.67641,0.0891098,0.000109832,0.000109832
7,115.377,1.14326,1.78835,1.22155,0.51319,0.3769,0.46608,0.28059,1.39367,6.86476,1.40903,0.0871297,0.000129714,0.000129714
8,131.603,1.3634,1.76714,1.34956,0.70478,0.48299,0.56193,0.436,1.1326,5.72521,1.18248,0.0851496,0.000149552,0.000149552
9,146.794,1.24583,1.57909,1.30519,0.70478,0.48299,0.56193,0.436,1.1326,5.72521,1.18248,0.0831693,0.000169336,0.000169336
10,161.766,1.18227,1.90987,1.19396,0.75606,0.72109,0.75828,0.60618,0.96752,3.13007,1.07639,0.0811891,0.000189062,0.000189062
11,176.491,1.07521,1.35291,1.1517,0.75606,0.72109,0.75828,0.60618,0.96752,3.13007,1.07639,0.0792087,0.00020872,0.00020872
12,191.905,1.14834,1.43292,1.22267,0.64657,0.78571,0.83762,0.70059,0.78272,6.0153,1.01529,0.0772283,0.000228305,0.000228305
13,206.625,1.23169,1.56546,1.16895,0.64657,0.78571,0.83762,0.70059,0.78272,6.0153,1.01529,0.0752478,0.000247808,0.000247808
14,221.798,1.05592,1.70965,1.07799,0.64657,0.78571,0.83762,0.70059,0.78272,6.0153,1.01529,0.0732672,0.000267223,0.000267223
15,236.8,1.01057,1.41739,1.13872,0.59589,0.60592,0.74599,0.62529,0.79661,3.70841,1.05318,0.0712865,0.000286543,0.000286543
16,251.902,1.18376,1.4251,1.26651,0.59589,0.60592,0.74599,0.62529,0.79661,3.70841,1.05318,0.0693058,0.00030576,0.00030576
